"ID","Position","Specialization","Continent","Experience (years)","Salary ($/year)","Gender","Age","Education","Type of employment","Number of projects","Job satisfaction",""
"290","Data_Analyst","Testing","North America","1","434695.2","Female","21","None","Freelance","1","2.2",""
"291","Data_Analyst","Desktop","Australia","1","742989.0","Male","22","Master's","Freelance","10","4.9",""
"292","Developer","Data_Science","Australia","3","2493943.6","Female","29","Master's","Freelance","7","3.1",""
"293","QA_Engineer","Data_Science","South America","5","1450182.1","Female","26","Master's","Remote","2","4.5",""
"294","Data_Analyst","Mobile","South America","1","2055975.7","Male","21","None","Part-time","7","4.7",""
"295","Developer","Data_Science","Europe","7","530662.0","Male","35","Bachelor's","Part-time","14","4.4",""
"296","Developer","Mobile","North America","1","1442293.8","Male","23","Master's","Freelance","13","4.8",""
"297","Data_Analyst","Web","Australia","4","775099.5","Male","27","Master's","Part-time","9","4.3",""
"298","Data_Analyst","Mobile","Europe","1","2177688.4","Female","28","None","Remote","6","4.0",""
"299","Developer","Testing","Europe","8","1105317.4","Female","25","Master's","Remote","10","3.6",""
"300","Developer","Desktop","North America","6","1814633.3","Male","30","Bachelor's","Freelance","14","4.2",""
"301","Developer","Web","Australia","7","1359605.1","Female","28","Bachelor's","Freelance","5","4.0",""
"302","Data_Analyst","Web","South America","4","1937291.5","Male","25","None","Remote","8","3.6",""
"303","Developer","Data_Science","South America","3","507792.2","Female","21","Master's","Remote","1","4.6",""
"304","Developer","Mobile","Europe","3","580019.2","Male","19","Bachelor's","Freelance","2","4.3",""
"305","QA_Engineer","Desktop","South America","4","2306250.3","Male","33","Bachelor's","Full-time","12","4.1",""
"306","QA_Engineer","Testing","Europe","6","438389.8","Male","29","Master's","Remote","1","4.7",""
"307","QA_Engineer","Web","Australia","5","1372801.8","Male","32","None","Full-time","16","3.0",""
"308","Developer","Desktop","North America","2","532474.8","Female","18","Master's","Part-time","12","3.4",""
"309","Data_Analyst","Desktop","Europe","1","467035.4","Male","25","Bachelor's","Remote","3","2.8",""
"310","Developer","Desktop","South America","5","2118397.2","Male","36","Bachelor's","Freelance","11","3.5",""
"311","Data_Analyst","Desktop","Europe","3","2192426.9","Female","22","Master's","Part-time","7","3.4",""
"312","Developer","Data_Science","Europe","7","1106623.8","Female","22","None","Part-time","2","5.0",""
"313","QA_Engineer","Desktop","South America","2","1747068.3","Female","25","Master's","Freelance","8","3.1",""
"314","QA_Engineer","Data_Science","North America","5","649014.3","Male","27","Bachelor's","Freelance","15","4.1",""
"315","Data_Analyst","Web","Europe","5","1232945.7","Male","32","Bachelor's","Remote","4","5.0",""
"316","QA_Engineer","Web","Australia","5","406849.1","Female","29","Bachelor's","Full-time","6","4.7",""
"317","QA_Engineer","Data_Science","South America","3","584503.6","Male","18","Bachelor's","Remote","2","3.6",""
"318","Developer","Web","South America","1","2589181.5","Male","26","Bachelor's","Remote","5","4.1",""
"319","Developer","Mobile","Europe","6","1711036.2","Female","27","Bachelor's","Remote","9","5.0",""
"320","Data_Analyst","Testing","South America","6","888171.2","Male","33","Master's","Part-time","1","4.9",""
"321","QA_Engineer","Web","North America","1","591162.2","Female","23","Bachelor's","Full-time","1","2.3",""
"322","Developer","Web","South America","1","797526.6","Male","42","Master's","Remote","10","4.0",""
"323","Data_Analyst","Testing","South America","5","1549949.5","Male","22","Bachelor's","Full-time","13","4.9",""
"324","Data_Analyst","Testing","Australia","5","853857.4","Male","31","None","Remote","13","4.9",""
"325","QA_Engineer","Desktop","Europe","5","1636407.8","Female","25","Bachelor's","Freelance","5","3.3",""
"326","Data_Analyst","Mobile","Europe","6","557574.7","Female","27","Bachelor's","Part-time","9","2.4",""
"327","Data_Analyst","Testing","Europe","1","2529019.5","Male","27","None","Remote","5","4.1",""
"328","Data_Analyst","Desktop","Australia","4","1696512.9","Male","22","None","Freelance","7","3.1",""
"329","QA_Engineer","Desktop","South America","2","624828.4","Male","23","Master's","Freelance","7","4.2",""
"330","Developer","Mobile","Australia","3","1498207.7","Male","29","None","Part-time","12","3.6",""
"331","Data_Analyst","Desktop","Australia","4","1388549.7","Female","27","Bachelor's","Freelance","14","4.7",""
"332","Data_Analyst","Desktop","Australia","3","739462.5","Male","59","Bachelor's","Remote","7","4.7",""
"333","QA_Engineer","Mobile","South America","8","1566692.2","Male","29","None","Freelance","3","4.1",""
"334","Data_Analyst","Web","Australia","1","2550011.1","Male","25","Master's","Remote","13","4.2",""
"335","QA_Engineer","Testing","Europe","3","1027680.7","Female","29","Bachelor's","Full-time","3","4.7",""
"336","QA_Engineer","Data_Science","South America","7","1076617.8","Female","25","Bachelor's","Freelance","9","3.9",""
"337","Data_Analyst","Testing","South America","7","1320138.6","Male","27","None","Part-time","4","4.1",""
"338","QA_Engineer","Desktop","Europe","3","747122.0","Female","18","Bachelor's","Remote","7","4.4",""
"339","Developer","Testing","North America","3","1673766.3","Male","34","Master's","Remote","10","3.9",""
"340","QA_Engineer","Desktop","South America","3","1052427.7","Male","33","Bachelor's","Freelance","2","4.5",""
"341","Developer","Web","Australia","4","2000423.5","Male","28","Master's","Freelance","11","3.2",""
"342","QA_Engineer","Testing","North America","1","1600300.1","Female","18","Bachelor's","Freelance","1","3.7",""
"343","Developer","Testing","South America","3","878799.3","Female","27","Master's","Full-time","10","4.4",""
"344","Developer","Desktop","South America","1","683263.0","Male","35","Bachelor's","Full-time","9","3.6",""
"345","QA_Engineer","Data_Science","Europe","6","1200714.9","Male","30","Master's","Remote","5","3.6",""
"346","Data_Analyst","Desktop","North America","5","827879.8","Female","20","Master's","Part-time","9","4.6",""
"347","QA_Engineer","Data_Science","Europe","4","1509742.5","Female","35","Bachelor's","Full-time","11","2.8",""
"348","QA_Engineer","Desktop","South America","6","1971647.0","Male","25","None","Full-time","3","4.0",""
"349","Developer","Data_Science","South America","2","1942604.7","Male","29","Bachelor's","Remote","9","3.0",""
"350","QA_Engineer","Testing","North America","1","2417409.0","Female","30","Bachelor's","Remote","18","4.4",""
"351","Data_Analyst","Web","Europe","1","1684500.8","Female","24","Master's","Full-time","17","4.3",""
"352","QA_Engineer","Desktop","Australia","1","1133038.1","Female","29","Bachelor's","Part-time","5","4.2",""
"353","Data_Analyst","Data_Science","Australia","1","2335606.0","Male","24","Master's","Remote","17","4.3",""
"354","Developer","Testing","Europe","4","1847763.0","Female","24","Master's","Part-time","13","5.0",""
"355","Data_Analyst","Mobile","Australia","4","452987.1","Male","23","None","Part-time","8","2.9",""
"356","Data_Analyst","Desktop","Europe","2","892894.5","Male","18","Master's","Full-time","12","4.3",""
"357","Developer","Desktop","Australia","6","2160811.8","Male","41","None","Part-time","11","3.5",""
"358","QA_Engineer","Desktop","Europe","5","1443131.5","Male","28","Bachelor's","Remote","10","4.6",""
"359","QA_Engineer","Data_Science","North America","1","3154970.2","Female","26","Master's","Freelance","10","3.5",""
"360","Data_Analyst","Testing","South America","5","1092146.6","Male","22","None","Freelance","4","4.4",""
"361","Developer","Web","Australia","2","2213441.7","Male","18","None","Full-time","11","5.0",""
"362","QA_Engineer","Mobile","North America","1","1166920.4","Female","24","None","Full-time","1","4.0",""
"363","QA_Engineer","Web","South America","3","812257.4","Female","25","Bachelor's","Part-time","7","5.0",""
"364","Developer","Web","Europe","5","2527393.1","Female","26","None","Full-time","9","3.7",""
"365","Developer","Testing","Europe","3","646403.5","Female","37","Bachelor's","Full-time","12","3.9",""
"366","Data_Analyst","Testing","Europe","5","1747069.6","Female","27","None","Remote","3","3.4",""
"367","Data_Analyst","Data_Science","Europe","6","794177.7","Female","27","None","Freelance","10","3.6",""
"368","QA_Engineer","Data_Science","South America","1","834709.1","Male","26","None","Remote","7","4.5",""
"369","Data_Analyst","Web","South America","7","1863121.8","Female","24","None","Remote","5","3.3",""
"370","Developer","Data_Science","North America","7","1108468.3","Male","37","Master's","Full-time","1","4.2",""
"371","Data_Analyst","Data_Science","South America","4","865224.2","Female","33","None","Remote","8","5.0",""
"372","Developer","Desktop","Australia","2","975025.4","Female","24","Bachelor's","Freelance","9","4.0",""
"373","QA_Engineer","Data_Science","North America","5","2235043.5","Male","23","Master's","Full-time","14","3.8",""
"374","Data_Analyst","Mobile","Australia","5","1195147.1","Female","28","Bachelor's","Part-time","11","4.2",""
"375","Developer","Desktop","North America","1","379410.1","Male","36","Master's","Remote","12","4.6",""
"376","Data_Analyst","Data_Science","Australia","4","562655.2","Male","26","None","Full-time","2","3.8",""
"377","Data_Analyst","Desktop","Europe","4","341019.7","Male","38","Bachelor's","Remote","4","3.9",""
"378","Data_Analyst","Web","South America","6","910914.3","Female","23","Master's","Part-time","17","5.0",""
"379","QA_Engineer","Desktop","North America","3","1700380.6","Male","18","Bachelor's","Remote","16","3.5",""
"380","Data_Analyst","Web","North America","3","1786574.1","Female","19","None","Remote","13","3.4",""
"381","Data_Analyst","Mobile","North America","4","1501838.1","Male","25","None","Remote","11","5.0",""
"382","Data_Analyst","Web","Australia","6","1313084.7","Male","29","Master's","Full-time","5","3.5",""
"383","Data_Analyst","Web","South America","5","1224642.2","Female","30","Master's","Part-time","17","3.2",""
"384","Developer","Testing","Europe","6","1006438.7","Male","21","Master's","Remote","7","3.3",""
"385","Developer","Testing","Australia","4","931621.2","Female","22","Bachelor's","Part-time","2","4.6",""
"386","Data_Analyst","Data_Science","South America","2","2768955.3","Female","24","Master's","Freelance","2","4.6",""
"387","Developer","Testing","North America","5","1291500.5","Male","34","Bachelor's","Freelance","9","3.8",""
"388","Data_Analyst","Mobile","South America","1","1194682.5","Female","30","Bachelor's","Freelance","8","3.5",""
"389","Data_Analyst","Testing","North America","3","913140.4","Male","26","Master's","Freelance","14","3.6",""
"390","Data_Analyst","Mobile","Europe","4","1593690.8","Female","22","Bachelor's","Freelance","16","5.0",""
"391","Developer","Data_Science","North America","2","2041581.8","Female","18","Master's","Freelance","2","4.2",""
"392","Data_Analyst","Desktop","Australia","2","1153160.1","Female","31","Bachelor's","Remote","7","2.6",""
"393","Developer","Testing","North America","1","766568.2","Female","18","None","Remote","6","4.8",""
"394","Data_Analyst","Desktop","North America","5","1878203.9","Female","25","Bachelor's","Full-time","5","3.3",""
"395","Developer","Data_Science","North America","1","1197673.6","Female","26","None","Part-time","16","3.4",""
"396","QA_Engineer","Web","Australia","1","916748.7","Female","26","Master's","Part-time","12","4.2",""
"397","Developer","Web","South America","1","739505.5","Female","24","Master's","Full-time","10","3.6",""
"398","Developer","Mobile","South America","5","395866.7","Female","43","Bachelor's","Full-time","7","5.0",""
"399","Data_Analyst","Web","North America","1","1158556.6","Female","22","None","Full-time","14","3.3",""
"400","Developer","Data_Science","Australia","3","1020839.5","Male","57","Bachelor's","Full-time","5","5.0",""
"401","QA_Engineer","Data_Science","Europe","4","1309743.4","Female","25","None","Remote","1","4.3",""
"402","Developer","Testing","South America","4","738365.5","Male","29","Master's","Remote","8","4.4",""
"403","QA_Engineer","Web","South America","4","379991.9","Female","35","None","Full-time","9","5.0",""
"404","QA_Engineer","Web","North America","1","2647831.9","Male","20","Master's","Full-time","13","4.3",""
"405","QA_Engineer","Testing","South America","7","415379.4","Male","40","Master's","Part-time","5","3.6",""
"406","QA_Engineer","Desktop","North America","6","2133376.4","Female","19","Bachelor's","Freelance","9","4.8",""
"407","QA_Engineer","Data_Science","North America","2","837004.2","Female","25","None","Remote","8","5.0",""
"408","Data_Analyst","Mobile","Australia","10","971875.2","Male","32","Master's","Remote","2","4.6",""
"409","Developer","Testing","South America","4","897955.8","Female","27","None","Full-time","9","3.5",""
"410","Data_Analyst","Data_Science","Europe","1","844338.5","Female","21","None","Remote","7","4.0",""
"411","QA_Engineer","Data_Science","North America","5","2066895.9","Female","27","None","Full-time","7","3.3",""
"412","QA_Engineer","Desktop","North America","2","1354218.8","Male","32","Bachelor's","Full-time","8","4.2",""
"413","Developer","Web","South America","5","1389855.8","Male","30","None","Freelance","14","4.0",""
"414","Developer","Desktop","Europe","2","1098908.2","Male","26","Master's","Part-time","1","5.0",""
"415","QA_Engineer","Testing","Europe","4","1414035.4","Male","32","Bachelor's","Remote","16","3.6",""
"416","Data_Analyst","Mobile","Australia","5","1850781.3","Male","28","Master's","Remote","18","4.9",""
"417","QA_Engineer","Mobile","North America","5","1053543.2","Female","23","None","Remote","2","5.0",""
"418","Data_Analyst","Testing","Australia","7","1395169.8","Male","28","Master's","Freelance","1","3.8",""
"419","QA_Engineer","Data_Science","Australia","1","553930.1","Female","18","Bachelor's","Part-time","1","3.6",""
"420","Developer","Data_Science","North America","1","590298.8","Male","22","Bachelor's","Part-time","1","2.3",""
"421","Developer","Testing","Australia","5","998547.4","Female","23","None","Freelance","3","2.5",""
"422","QA_Engineer","Web","Europe","5","1549630.8","Male","24","Master's","Freelance","12","3.6",""
"423","QA_Engineer","Desktop","Australia","1","2386630.2","Male","19","None","Full-time","5","4.5",""
"424","Developer","Web","South America","8","1610613.6","Male","25","Bachelor's","Remote","16","4.9",""
"425","Developer","Desktop","South America","1","1459154.7","Female","23","None","Full-time","14","3.6",""
"426","Developer","Testing","North America","4","977911.2","Female","30","None","Full-time","3","4.1",""
"427","Developer","Desktop","Europe","3","1705946.1","Male","26","Master's","Freelance","8","3.7",""
"428","QA_Engineer","Mobile","North America","1","1869254.7","Female","22","Bachelor's","Part-time","8","3.3",""
"429","Developer","Mobile","North America","7","1848167.6","Male","24","Master's","Remote","11","4.2",""
"430","QA_Engineer","Web","North America","5","883246.6","Female","27","Bachelor's","Remote","8","4.2",""
"431","QA_Engineer","Mobile","South America","7","1730146.6","Male","42","Master's","Full-time","5","4.0",""
"432","QA_Engineer","Data_Science","Europe","1","1574806.4","Male","24","None","Full-time","1","3.4",""
"433","Developer","Web","North America","1","2074961.9","Female","26","Bachelor's","Remote","13","4.6",""
"434","QA_Engineer","Testing","Europe","2","1318941.3","Male","18","Bachelor's","Full-time","13","4.3",""
"435","QA_Engineer","Testing","North America","1","1449990.8","Female","22","None","Full-time","12","3.1",""
"436","QA_Engineer","Data_Science","North America","1","924345.8","Female","29","Master's","Full-time","5","4.9",""
"437","Data_Analyst","Testing","Australia","8","1272520.0","Male","41","Bachelor's","Full-time","2","4.1",""
"438","QA_Engineer","Data_Science","South America","6","981790.3","Male","29","None","Full-time","5","4.5",""
"439","Data_Analyst","Web","North America","3","1190272.7","Female","25","Master's","Part-time","14","3.5",""
"440","QA_Engineer","Mobile","Australia","7","1065314.7","Female","34","Master's","Full-time","11","2.9",""
"441","Data_Analyst","Data_Science","South America","1","2046936.6","Male","23","Bachelor's","Freelance","17","3.9",""
"442","Data_Analyst","Desktop","South America","5","1066980.2","Male","27","Bachelor's","Freelance","10","4.1",""
"443","Data_Analyst","Mobile","Australia","3","1404593.2","Female","24","Bachelor's","Part-time","13","3.2",""
"444","Data_Analyst","Testing","North America","3","641845.2","Male","25","Bachelor's","Freelance","11","4.0",""
"445","Developer","Mobile","Europe","6","1371299.2","Male","41","None","Part-time","1","4.4",""
"446","Data_Analyst","Mobile","South America","8","1137029.3","Female","31","Master's","Remote","11","5.0",""
"447","QA_Engineer","Data_Science","Europe","4","2395025.7","Male","25","Bachelor's","Freelance","8","3.6",""
"448","QA_Engineer","Testing","North America","5","2174174.8","Male","25","Bachelor's","Remote","13","4.5",""
"449","QA_Engineer","Web","Europe","5","410444.4","Female","41","Master's","Full-time","10","3.2",""
"450","Developer","Data_Science","North America","3","454735.9","Female","37","None","Part-time","12","5.0",""
"451","Data_Analyst","Web","Australia","3","492515.6","Female","21","Bachelor's","Part-time","1","5.0",""
"452","Developer","Desktop","Australia","3","982654.6","Female","19","None","Full-time","11","3.7",""
"453","Data_Analyst","Data_Science","South America","5","1353440.1","Female","39","None","Freelance","16","2.6",""
"454","Developer","Web","Australia","2","1203433.2","Female","25","Master's","Freelance","5","3.6",""
"455","Developer","Mobile","Australia","4","1787329.5","Male","38","Master's","Full-time","11","4.1",""
"456","QA_Engineer","Mobile","South America","1","1718553.3","Male","24","Master's","Full-time","1","4.3",""
"457","QA_Engineer","Web","North America","4","1207934.2","Female","30","Master's","Part-time","10","3.9",""
"458","Developer","Web","South America","4","838724.5","Male","22","Master's","Full-time","11","4.6",""
"459","QA_Engineer","Web","Europe","8","1712258.8","Male","24","Master's","Part-time","2","3.7",""
"460","Data_Analyst","Desktop","Australia","2","1974052.2","Male","33","Bachelor's","Part-time","11","4.8",""
"461","Developer","Web","Australia","3","1495379.3","Male","30","Master's","Freelance","4","2.9",""
"462","QA_Engineer","Data_Science","Europe","3","1764032.5","Female","22","Bachelor's","Freelance","4","4.2",""
"463","Data_Analyst","Data_Science","Europe","5","2486355.0","Male","29","Master's","Freelance","11","4.9",""
"464","QA_Engineer","Desktop","North America","6","1684463.2","Male","42","Bachelor's","Full-time","6","3.5",""
"465","Developer","Mobile","South America","7","996535.6","Female","49","Master's","Remote","4","5.0",""
"466","Developer","Web","North America","1","2265424.7","Female","25","Master's","Freelance","17","4.2",""
"467","Developer","Data_Science","South America","2","675373.8","Female","36","Master's","Remote","12","3.9",""
"468","QA_Engineer","Testing","Europe","7","898457.0","Male","24","Master's","Full-time","15","4.8",""
"469","Developer","Testing","Europe","1","630924.3","Male","36","None","Full-time","3","3.0",""
"470","QA_Engineer","Testing","Europe","1","1195368.8","Female","32","Bachelor's","Freelance","7","3.8",""
"471","Developer","Desktop","South America","2","1853010.2","Male","24","Bachelor's","Full-time","3","4.8",""
"472","QA_Engineer","Mobile","South America","1","363826.7","Female","18","None","Freelance","3","4.6",""
"473","QA_Engineer","Data_Science","Europe","4","1342880.9","Male","24","Bachelor's","Part-time","5","3.4",""
"474","Developer","Data_Science","South America","5","1323178.0","Male","23","Master's","Part-time","5","5.0",""
"475","Developer","Web","North America","1","1809696.7","Male","23","Bachelor's","Part-time","10","4.8",""
"476","Data_Analyst","Data_Science","Australia","2","2746263.2","Male","26","Bachelor's","Remote","14","4.5",""
"477","QA_Engineer","Web","Australia","6","820103.6","Male","25","None","Remote","5","4.5",""
"478","QA_Engineer","Mobile","Australia","2","689746.2","Male","18","None","Full-time","6","4.5",""
"479","Data_Analyst","Web","South America","6","984326.3","Male","25","Master's","Part-time","7","3.6",""
"480","QA_Engineer","Web","South America","4","1639748.2","Male","29","Bachelor's","Freelance","1","3.9",""
"481","Developer","Data_Science","South America","1","1472570.7","Male","22","None","Full-time","9","3.0",""
"482","Developer","Data_Science","North America","5","1235165.4","Female","25","Master's","Remote","11","4.1",""
"483","Data_Analyst","Desktop","South America","8","1048525.2","Male","23","None","Remote","9","3.9",""
"484","Data_Analyst","Desktop","South America","2","1424269.8","Male","27","Bachelor's","Remote","17","5.0",""
"485","QA_Engineer","Testing","Australia","2","619580.3","Male","19","Master's","Freelance","7","4.1",""
"486","Developer","Data_Science","Australia","5","1211769.7","Male","32","Master's","Part-time","11","5.0",""
"487","QA_Engineer","Data_Science","South America","3","1474737.1","Female","27","None","Remote","6","4.0",""
"488","QA_Engineer","Web","Europe","6","851390.2","Male","22","Bachelor's","Freelance","8","3.6",""
"489","Developer","Web","North America","6","2155286.2","Female","38","Bachelor's","Part-time","8","3.3",""
"490","QA_Engineer","Desktop","North America","1","1897285.9","Male","30","Bachelor's","Freelance","12","3.6",""
"491","Data_Analyst","Mobile","Australia","7","337358.7","Male","41","Bachelor's","Remote","10","3.2",""
"492","Developer","Data_Science","Australia","6","388825.4","Female","34","Bachelor's","Freelance","4","3.4",""
"493","QA_Engineer","Testing","North America","2","1277837.6","Male","36","None","Part-time","6","3.5",""
"494","Developer","Desktop","Europe","3","2004265.7","Female","33","Master's","Part-time","16","4.8",""
"495","Developer","Web","Europe","5","596139.1","Male","35","None","Part-time","17","4.5",""
"496","Developer","Testing","North America","3","2210713.5","Female","34","Master's","Freelance","10","5.0",""
"497","Developer","Mobile","Europe","5","802551.7","Female","28","Master's","Part-time","8","4.6",""
"498","Data_Analyst","Web","Europe","4","831455.6","Female","58","Bachelor's","Freelance","6","4.9",""
"499","Data_Analyst","Desktop","Australia","4","589052.6","Female","33","Master's","Remote","12","3.9",""
"500","Data_Analyst","Data_Science","Australia","1","3283989.3","Female","27","Bachelor's","Remote","14","4.0",""
"501","Developer","Web","North America","3","1815541.1","Male","29","None","Remote","6","4.6",""
"502","QA_Engineer","Desktop","North America","1","595868.8","Female","24","None","Freelance","9","4.0",""
"503","Data_Analyst","Testing","North America","6","1041563.4","Male","31","Bachelor's","Remote","13","3.7",""
"504","Developer","Data_Science","North America","1","1348384.1","Female","31","Bachelor's","Part-time","7","4.6",""
